,title,abstract,authors,link,date,subject,source,initial_decision,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,exclusion_reason,extraction_date
29,,Course of covid-19 infections and impact on mental health; setting up a national case register.,"van Helvoort, van Dee, Dirks, Everaerd, Metz, van Schijndel, Tendolkar, Zinkstok, Cahn, Schellekens",https://www.google.com/search?q=NA,20200915.0,,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
30,The Effect and Mechanism of Adverse Childhood Experience on Suicide Ideation in Young Cancer Patients During Coronavirus Disease 2019 (COVID-19) Pandemic,"Coronavirus disease 2019 (COVID-19) is currently prevalent worldwide. This research aimed to explore the effect of adverse childhood experience (ACE) on suicide ideation in young cancer patients during the COVID-19 pandemic. Self-reported questionnaires analyzed the mediating effects of sleep quality, anxiety symptoms, and inflammatory conditions between ACE and suicide ideation. A total of 197 young cancer patients (age 18-40) completed questionnaires and a blood test. Correlation analysis and structural equation model were used to explore the relationships between ACE, sleep quality, anxiety symptom, serum C-reactive protein (CRP) levels and suicide ideation. The mediating roles of sleep quality, anxiety symptoms, and CRP levels on the influence of ACE on suicide ideation were explored. ACE was positively related to anxiety symptoms, CRP levels, and suicide ideation, and negatively related to sleep quality. Anxiety symptoms and CRP levels were positively related to suicide ideation, while sleep quality was negatively related to suicide ideation. Anxiety symptoms were positively related to CRP levels but negatively related to sleep quality. From these results, we found ACE affected suicide ideation directly and was mediated by roles sleep quality, anxiety symptom and CRP. ACE not only directly affected suicide ideation but also affected suicide ideation through sleep quality, anxiety symptoms, and inflammatory conditions in young cancer patients during the COVID-19 pandemic. Therefore, targeted intervention and help for cancer patients from the perspective of ACE should be put into practice.","Yang, Xiao, Li, Yang",https://doi.org/10.2147/RMHP.S266269,20200928.0,adverse childhood experience; anxiety symptom; coronavirus disease 2019; psychosocial oncology; sleep quality; suicide ideation,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
31,Mental Health Challenges of United States Healthcare Professionals During COVID-19,"As COVID-19 continues to impact global society, healthcare professionals (HCPs) are at risk for a number of negative well-being outcomes due to their role as care providers. The objective of this study was to better understand the current psychological impact of COVID-19 on HCPs in the United States This study used an online survey tool to collect demographic data and measures of well-being of adults age 18 and older living in the United States between March 20, 2020 and May 14, 2020. Measures included anxiety and stress related to COVID-19, depressive symptoms, current general anxiety, health questions, tiredness, control beliefs, proactive coping, and past and future appraisals of COVID-related stress. The sample included 90 HCPs and 90 age-matched controls (<i>M</i><sub>age</sub> = 34.72 years, <i>SD</i> = 9.84, range = 23 - 67) from 35 states of the United States. A multivariate analysis of variance was performed, using education as a covariate, to identify group differences in the mental and physical health measures. HCPs reported higher levels of depressive symptoms, past and future appraisal of COVID-related stress, concern about their health, tiredness, current general anxiety, and constraint, in addition to lower levels of proactive coping compared to those who were not HCPs (<i>p</i> &lt; 0.001, Î·<sup>2</sup> = 0.28). Within the context of this pandemic, HCPs were at increased risk for a number of negative well-being outcomes. Potential targets, such as adaptive coping training, for intervention are discussed.","Pearman, Hughes, Smith, Neupert",https://doi.org/10.3389/fpsyg.2020.02065,20200928.0,anxiety; depression; health care professionals; pandemic (COVID-19); stress and coping,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
32,Evaluating the mental health impacts of the COVID-19 pandemic: perceived risk of COVID-19 infection and childhood trauma predict adult depressive symptoms in urban South Africa,"South Africa's national lockdown introduced serious threats to public mental health in a society where one in three individuals develops a psychiatric disorder during their life. We aimed to evaluate the mental health impacts of the COVID-19 pandemic using a mixed-methods design. This longitudinal study drew from a preexisting sample of 957 adults living in Soweto, a major township near Johannesburg. Psychological assessments were administered across two waves between August 2019 and March 2020 and during the first 6 weeks of the lockdown (late March-early May 2020). Interviews on COVID-19 experiences were administered in the second wave. Multiple regression models examined relationships between perceived COVID-19 risk and depression. Full data on perceived COVID-19 risk, depression, and covariates were available in 221 adults. In total, 14.5% of adults were at risk for depression. Higher perceived COVID-19 risk predicted greater depressive symptoms (p &lt; 0.001), particularly among adults with histories of childhood trauma, though this effect was marginally significant (p = 0.063). Adults were about two times more likely to experience significant depressive symptoms for every one unit increase in perceived COVID-19 risk (p = 0.021; 95% CI 1.10-3.39). Qualitative data identified potent experiences of anxiety, financial insecurity, fear of infection, and rumination. Higher perceived risk of COVID-19 infection is associated with greater depressive symptoms during the first 6 weeks of quarantine. High rates of severe mental illness and low availability of mental healthcare amidst COVID-19 emphasize the need for immediate and accessible psychological resources.","Kim, Nyengerai, Mendenhall",https://doi.org/10.1017/S0033291720003414,20201001.0,COVID-19; South Africa; childhood trauma; depression; risk perception,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
33,Evaluation of anxiety and depression in patients with morphea taking immunosuppressive drugs during the COVID-19 pandemic,"During the coronavirus disease 2019 (COVID-19) pandemic, individuals especially those with chronic diseases face various problems like psychological distress. To evaluate anxiety and depression among morphea patients taking immunosuppressants compared with controls during the COVID-19 pandemic. In this case-control study, electronic data of 42 eligible morphea patients and 42 age- and sex-matched healthy subjects were extracted. All participants were asked about adherence to the health protocols and the symptoms of COVID-19. To investigate anxiety and depression, we provided the participants with an online version of the Hospital Anxiety and Depression Scale (HADS) Questionnaire. In this standard questionnaire, a score â‰¥ 11 represents a significant psychological disorder. The two groups did not differ significantly in the mean HADS-Anxiety (HADS-A) and HADS-Depression (HADS-D) scores (<i>p</i>=Â .08 and <i>p</i>=Â .79, respectively). HADS-A and HADS-D scores were â‰¥ 11 in 16.67% and 11.90% of the patients, respectively. Among the morphea patients, those with sleeping problems during COVID-19 had a significantly higher mean HADS-D score (<i>p</i>=Â .048). Notably, 21.43% of patients discontinued their treatment due to fear of COVID-19 and experienced disease recurrence. Adherence to health protocols was higher in patients compared with controls. The rate of COVID-19 occurrence was not significantly different between the groups. Although there was no significant difference in anxiety and depression between the groups, it is recommended to provide psychiatric counseling opportunities to morphea patients to improve treatment outcomes during this pandemic.","Shahidi Dadras, Ahmadzadeh, Younespour, Abdollahimajd",https://doi.org/10.1080/09546634.2020.1819528,20201001.0,Anxiety; COVID-19; SARS-CoV-2; coronavirus disease 2019; depression; immunosuppressive treatment,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
34,"&quot;It's about how much we can do, and not how little we can get away with&quot;: Coronavirus-related legislative changes for social care in the United Kingdom","The coronavirus pandemic, referred to here as Covid-19, has brought into sharp focus the increasing divergence of devolved legislation and its implementation in the United Kingdom. One such instance is the emergency health and social care legislation and guidance introduced by the United Kingdom Central Government and the devolved Governments of Wales, Scotland and Northern Ireland in response to this pandemic. We provide a summary, comparison and discussion of these proposed and actual changes with a particular focus on the impact on adult social care and safeguarding of the rights of citizens. To begin, a summary and comparison of the relevant changes, or potential changes, to mental health, mental capacity and adult social care law across the four jurisdictions is provided. Next, we critique the suggested and actual changes and in so doing consider the immediate and longer term implications for adult social care, including mental health and mental capacity, at the time of publication.several core themes emerged: concerns around process and scrutiny; concerns about possible changes to the workforce and last, the possible threat on the ability to safeguard human rights. It has been shown that, ordinarily, legislative provisions across the jurisdictions of the UK are different, save for Wales (which shares most of its mental health law provisions with England). Such divergence is also mirrored in the way in which the suggested emergency changes could be implemented. Aside from this, there is also a wider concern about a lack of parity of esteem between social care and health care, a concern which is common to all. What is interesting is that the introduction of CVA 2020 forced a comparison to be made between the four UK nations which also shines a spotlight on how citizens can anticipate receipt of services.","Vicary, Stone, McCusker, Davidson, Spencer-Lane",https://doi.org/10.1016/j.ijlp.2020.101601,20200921.0,Adult social care; Coronavirus act (Scotland) 2020; Coronavirus act 2020; Covid-19; Law; Mental capacity; Mental health,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
35,The mental health impact of COVID-19 on pre-registration nursing students in Australia,,"Usher, Wynaden, Bhullar, Durkin, Jackson",https://doi.org/10.1111/inm.12791,20200924.0,,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
36,Mental health in the era of COVID-19: prevalence of psychiatric disorders in a cohort of patients with type 1 and type 2 diabetes during the social distancing,"In patients with diabetes, the prevalence of depression and anxiety symptoms is about two to four times greater than in the general population. The association between diabetes and mental health disorders could be exacerbated in a stressful environment, and psychological distress could increase depressive symptoms and cause adverse diabetes outcomes. To assess the prevalence of mental health disorders in patients with diabetes during the social distancing period due to COVID-19 pandemic. This is a cross-sectional study developed to assess the impact of social distancing on a cohort of adults with type 1 (nâ€‰=â€‰52) and type 2 diabetes (nâ€‰=â€‰68) in Brazil. Inclusion criteria involved having an HbA1c test collected in the past 3Â months and having a valid telephone number in electronic medical records. The primary outcome was the prevalence of minor psychiatric disorders, assessed by survey (SRQ-20). Secondary outcomes included the prevalence of diabetes related emotional distress, eating and sleeping disorders, all assessed by validated surveys at the moment of the study. Statistical analyses included unpaired <i>t</i>-test for continuous variables and <i>Ï‡</i><sup>2</sup> test for categorical variables. Overall (nâ€‰=â€‰120), participants had a mean age of 54.8â€‰Â±â€‰14.4Â years-old, and HbA1c of 9.0â€‰Â±â€‰1.6% (75â€‰Â±â€‰17.5Â mmol/mol); 93% of patients showed signs of current mental suffering based on the surveys measured. Almost 43% of patients showed evidence of significant psychological distress, with a significant greater tendency in patients with type 2 diabetes. The presence of diabetes related emotional distress was found in 29.2% of patients; eating disorders in 75.8%; and moderate/severe sleeping disorders in 77.5%. We found a high prevalence of evidence of psychological distress among patients with diabetes during the COVID-19 pandemic and this highlights the need for mental health access and support for patients with type 1 and type 2 diabetes.","Alessi, de Oliveira, Franco, Brino do Amaral, Becker, Knijnik, Kobe, de Carvalho, Telo, Schaan, Telo",https://doi.org/10.1186/s13098-020-00584-6,20200928.0,COVID-19 pandemic; Diabetes mellitus; Mental health; Quarantine; Social distancing,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
37,"Medical students<b>'</b> mental health, professional pride, and intention to work in the front<b>-</b>line during coronavirus disease 2019 pandemic","To understand medical students' mental health, professional pride, and intention to work in the front-line during coronavirus disease 2019 (COVID-19) pandemic, and provide a reference for psychological intervention. We used the depression-anxiety-stress scale and self-designed questionnaire on professional pride, intention to work in the front-line and the extent of family support. Medical students from 4 medical schools in Fujian and Hunan were investigated. Their mental health status, professional pride and first-line work willingness with different characteristics were compared, and the influential factors for professional pride and first-line work willingness were analyzed. A total of 266 valid questionnaires were collected. During the pandemic, there were significant differences in the proportion of depressed students among different college and universities, majors and stages (<i>P</i>&lt;0.05), and the professional pride was significantly different (<i>P</i>&lt;0.001). Medical students with different mental health status showed significant differences in professional pride (<i>P</i>&lt;0.01). Marriage, pressure and extent of family support were the influential factors for their professional pride (<i>P</i>&lt;0.05). The latter two were also influential factors for their intention to work in the front-line (<i>P</i>&lt;0.05). During the pandemic, students from college and nursing have relatively better mental health and higher professional pride. The professional pride is low in medical students who married, with abnormal stress or low family support. The intention to work in front-line is decreased in students with abnormal stress or low family support. <b>ç›®çš„</b>: äº†è§£2019å† çŠ¶ç—…æ¯’ç—…å¤§æµè¡ŒæœŸé—´åŒ»å­¦ç”Ÿçš„å¿ƒç†å¥åº·ã€èŒä¸šè‡ªè±ªæ„Ÿä¸Žä¸€çº¿å·¥ä½œæ„æ„¿ï¼Œä¸ºè¿›è¡Œå¿ƒç†å¹²é¢„æä¾›å‚è€ƒã€‚<b>æ–¹æ³•</b>: é‡‡ç”¨æŠ‘éƒ-ç„¦è™‘-åŽ‹åŠ›é‡è¡¨å’Œè‡ªè¡Œè®¾è®¡çš„å…³äºŽèŒä¸šè‡ªè±ªæ„Ÿã€ä¸€çº¿å·¥ä½œæ„æ„¿å’Œå®¶äººæ”¯æŒç¨‹åº¦çš„è°ƒæŸ¥é—®å·ï¼Œé€šè¿‡é—®å·æ˜Ÿå¹³å°å¯¹ç¦å»ºã€æ¹–å—4æ‰€åŒ»å­¦é™¢æ ¡çš„åŒ»å­¦ç”Ÿè¿›è¡Œè°ƒæŸ¥ï¼Œæ¯”è¾ƒä¸åŒç‰¹å¾çš„åŒ»å­¦ç”Ÿçš„å¿ƒç†å¥åº·çŠ¶å†µã€èŒä¸šè‡ªè±ªæ„Ÿå’Œä¸€çº¿å·¥ä½œæ„æ„¿ï¼Œå¹¶åˆ†æžèŒä¸šè‡ªè±ªæ„Ÿä¸Žä¸€çº¿å·¥ä½œæ„æ„¿çš„å½±å“å› ç´ ã€‚<b>ç»“æžœ</b>: å›žæ”¶æœ‰æ•ˆé—®å·266ä»½ã€‚ç–«æƒ…æœŸé—´ä¸åŒé™¢æ ¡ã€ä¸“ä¸šã€é˜¶æ®µåŒ»å­¦ç”Ÿå‘ç”ŸæŠ‘éƒçš„æ¯”ä¾‹å’ŒèŒä¸šè‡ªè±ªæ„Ÿå·®å¼‚æœ‰ç»Ÿè®¡å­¦æ„ä¹‰(åˆ†åˆ«<i>P</i>&lt;0.05ï¼Œ<i>P</i>&lt;0.001)ï¼Œä¸åŒå¿ƒç†å¥åº·çŠ¶å†µçš„åŒ»å­¦ç”ŸèŒä¸šè‡ªè±ªæ„Ÿå·®å¼‚æœ‰ç»Ÿè®¡å­¦æ„ä¹‰(<i>P</i>&lt;0.01)ï¼Œå©šå§»ã€åŽ‹åŠ›ã€å®¶äººæ”¯æŒç¨‹åº¦æ˜¯åŒ»å­¦ç”ŸèŒä¸šè‡ªè±ªæ„Ÿçš„å½±å“å› ç´ (<i>P</i>&lt;0.05)ï¼ŒåŽä¸¤è€…ä¹Ÿæ˜¯åŒ»å­¦ç”Ÿä¸€çº¿å·¥ä½œæ„æ„¿çš„å½±å“å› ç´ (<i>P</i>&lt;0.05)ã€‚<b>ç»“è®º</b>: ç–«æƒ…æœŸé—´å¤§ä¸“é™¢æ ¡ã€æŠ¤ç†ä¸“ä¸šåŒ»å­¦ç”Ÿå¿ƒç†å¥åº·çŠ¶å†µè¾ƒå¥½ï¼ŒèŒä¸šè‡ªè±ªæ„Ÿè¾ƒé«˜ï¼Œå·²å©šã€åŽ‹åŠ›å¼‚å¸¸ã€å®¶äººæ”¯æŒç¨‹åº¦ä½Žçš„åŒ»å­¦ç”ŸèŒä¸šè‡ªè±ªæ„Ÿè¾ƒä½Žï¼ŒåŽ‹åŠ›å¼‚å¸¸ã€å®¶äººæ”¯æŒç¨‹åº¦ä½Žçš„åŒ»å­¦ç”Ÿä¸€çº¿å·¥ä½œæ„æ„¿ä¸‹é™ã€‚.","Zhan, Sun, Xie, Wen, Fu",https://doi.org/10.11817/j.issn.1672-7347.2020.200440,20200908.0,"coronavirus disease 2019; intention to work in front-line; medical students; mental health; professional pride; Betacoronavirus; China; Coronavirus Infections; Family; Humans; Intention; Mental Health; Pandemics; Pneumonia, Viral; Professionalism; Social Support; Stress, Psychological; Students, Medical; Surveys and Questionnaires",PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
38,Psychological status of the staff in a general hospital during the outbreak of coronavirus disease 2019 and its influential factors,"To understand the psychological status of the staff in a general hospital during the coronavirus disease 2019 and its influential factors, and to provide references for the mental health services to hospital staff. Using star platform of questionnaire, the staff in the general hospital were investigated via Depression, Anxiety, Stress Scale (DASS-21), Social Support Rating Scale (SSRS) and Simplified Coping Style Questionnaire (SCSQ). The influential factors were discussed by descriptive analysis, rank sum test, single factor analysis, correlation analysis and multiple factors binary logistic regression analysis. A total of 2 060 valid questionnaires were collected. The negative emotions of nurses and cleaners were the most obvious. The depression scores, anxiety scores and stress scores for nurses and cleaners were 5.06Â±7.47, 6.36Â±7.84, 9.75Â±8.65, and 6.72Â±8.84, 4.51Â±6.56, 9.69Â±9.56, respectively. Multivariate binary logistic regression analysis showed that staff types, education levels, job status, economic situation and concerns on the supplies of protective goods were the main influential factors for depression; staff types, contacting status with infected patients, economic situation, concerns on the supplies of protective goods, history of disease were the main influential factors for anxiety; contacting status with infected patients, economic situation, concerns on the supplies of protective goods were the main influential factors for stress. There are differences in psychological characteristics among different groups of staff in the general hospital under the outbreak. Thus psychological protection and intervention measures should be formulated according to different groups and work status. <b>ç›®çš„</b>: äº†è§£2019å† çŠ¶ç—…æ¯’ç—…(coronavirus disease 2019ï¼ŒCOVID-19)ç–«æƒ…æœŸé—´ç»¼åˆåŒ»é™¢å‘˜å·¥çš„å¿ƒç†çŽ°çŠ¶å¹¶åˆ†æžå…¶å½±å“å› ç´ ï¼Œä¸ºåŒ»é™¢å‘˜å·¥å¿ƒç†æœåŠ¡æä¾›å‚è€ƒä¾æ®ã€‚<b>æ–¹æ³•</b>: é€šè¿‡é—®å·æ˜Ÿå¹³å°ï¼Œåº”ç”¨æŠ‘éƒ-ç„¦è™‘-åŽ‹åŠ›é‡è¡¨(Depressionï¼ŒAnxiety and Stress Scaleï¼ŒDASS-21)ã€ç¤¾ä¼šæ”¯æŒè¯„å®šé‡è¡¨(Social Support Rating Scaleï¼ŒSSRS)ã€ç®€æ˜“åº”å¯¹æ–¹å¼é‡è¡¨(Simplified Coping Style Questionnaireï¼ŒSCSQ)å¯¹æŸä¸‰çº§ç»¼åˆåŒ»é™¢çš„å‘˜å·¥è¿›è¡Œè°ƒæŸ¥ï¼Œé‡‡ç”¨æè¿°æ€§åˆ†æžã€ç§©å’Œæ£€éªŒã€å•å› ç´ åˆ†æžã€ç›¸å…³æ€§åˆ†æžåŠå¤šå› ç´ äºŒå…ƒlogisticå›žå½’åˆ†æžæŽ¢è®¨ç›¸å…³å½±å“å› ç´ ã€‚<b>ç»“æžœ</b>: å›žæ”¶æœ‰æ•ˆé—®å·2 060ä»½ã€‚æŠ¤å£«å’Œä¿æ´å‘˜è´Ÿæ€§æƒ…ç»ªæœ€æ˜Žæ˜¾ï¼Œå…¶ä¸­æŠ¤å£«æŠ‘éƒå¾—åˆ†5.06Â±7.47ï¼Œç„¦è™‘å¾—åˆ†6.36Â±7.84ï¼ŒåŽ‹åŠ›å¾—åˆ†9.75Â±8.65ï¼›ä¿æ´å‘˜æŠ‘éƒå¾—åˆ†6.72Â±8.84ï¼Œç„¦è™‘å¾—åˆ†4.51Â±6.56ï¼ŒåŽ‹åŠ›å¾—åˆ†9.69Â±9.56ã€‚å¤šå› ç´ äºŒå…ƒlogisticå›žå½’åˆ†æžæ˜¾ç¤ºï¼šå²—ä½ç±»åˆ«ã€æ–‡åŒ–ç¨‹åº¦ã€èŒåŠ¡ã€ç–«æƒ…å¯¹ç»æµŽçš„å½±å“ã€é˜²æŠ¤ç‰©è´¨ä¾›ç»™ä¸è¶³çš„æ‹…å¿ƒç¨‹åº¦æ˜¯æŠ‘éƒçš„å½±å“å› ç´ ï¼›å²—ä½ç±»åˆ«ã€ä¸Žæ„ŸæŸ“è€…æŽ¥è§¦æƒ…å†µã€ç–«æƒ…å¯¹ç»æµŽçš„å½±å“ã€é˜²æŠ¤ç‰©è´¨ä¾›ç»™ä¸è¶³çš„æ‹…å¿ƒç¨‹åº¦ã€ç–¾ç—…å²æ˜¯ç„¦è™‘çš„å½±å“å› ç´ ï¼›ä¸Žæ„ŸæŸ“è€…æŽ¥è§¦æƒ…å†µã€ç–«æƒ…å¯¹ç»æµŽå½±å“ï¼Œå¯¹é˜²æŠ¤ç‰©è´¨ä¾›ç»™ä¸è¶³çš„æ‹…å¿ƒç¨‹åº¦æ˜¯åŽ‹åŠ›çš„å½±å“å› ç´ ã€‚<b>ç»“è®º</b>: ç–«æƒ…æœŸé—´ç»¼åˆåŒ»é™¢ä¸åŒäººç¾¤çš„å¿ƒç†ç‰¹å¾æœ‰å·®å¼‚ï¼Œéœ€æ ¹æ®ä¸åŒäººç¾¤åŠå…¶å·¥ä½œçŠ¶æ€åˆ¶è®¢ç›¸åº”çš„å¿ƒç†é˜²æŠ¤åŠå¹²é¢„æŽªæ–½ã€‚.","Jiang, Liu, Zhao, Xie, Wang, Ouyang, Guo, Gong, Zhou, Li",https://doi.org/10.11817/j.issn.1672-7347.2020.200190,20200909.0,"anxiety; coronavirus disease 2019; depression; different groups of staff; influential factors; stress; Adaptation, Psychological; Anxiety; Betacoronavirus; China; Coronavirus Infections; Cross-Sectional Studies; Depression; Disease Outbreaks; Hospitals, General; Humans; Pandemics; Personnel, Hospital; Pneumonia, Viral; Stress, Psychological; Surveys and Questionnaires",PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
39,Does COVID-19 pose a challenge to the diagnoses of anxiety and depression? A psychologist's view,"The COVID-19 pandemic has led to predictions of a widespread mental health crisis. However, this makes little sense when fear and anxiety are so understandable in context. The individualisation and medicalisation of normal human reactions disconnects us from our feelings and from the appropriate solutions, in relation to the pandemic and more generally. We have an opportunity to challenge this pervasive way of thinking, and thus be in a position to create a fairer society that is better for everyone's emotional well-being.",Johnstone,https://doi.org/10.1192/bjb.2020.101,20201002.0,COVID-19; anxiety; coronavirus; depression; diagnosis; pandemic,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
40,,"Since December 2019, 414,179 cases of people with coronavirus disease 2019 (COVID-19) have been reported. As a result of the rapid increase in confirmed cases and deaths, population and health personnel, have experienced psychological problems, such as anxiety, depression, and stress. Although scientific information on COVID-19 is constantly increasing, it mainly focuses on genetic, epidemiological aspects, and public health measures, leaving aside possible effects on mental health. In order to summarize the current evidence, we present a narrative review of the effects of the COVID-19 pandemic on mental health. So far, the presence of anxiety, depression, and stress has been reported mostly in general population. Nonetheless, mental health issues have also been reported in health care workers, especially among female professionals, nurses, and those who work directly with suspected or confirmed cases of COVID-19. In efforts to reduce the spread of the disease, attention should be paid to the diagnosis and treatment of mental health issues. We believe that addressing them adequately will empower Peru to contain and eradicate COVID-19. Desde diciembre de 2019 se han reportado 414Â 179 casos de personas con la enfermedad por coronavirus (COVID-19). Como resultado del rÃ¡pido incremento de casos confirmados y muertes, la poblaciÃ³n general y el personal de salud experimentaron problemas psicolÃ³gicos, como ansiedad, depresiÃ³n y estrÃ©s. Si bien la informaciÃ³n cientÃ­fica sobre la COVID-19 se incrementa constantemente, esta se centra en los aspectos genÃ©ticos y epidemiolÃ³gicos del virus y en las medidas de salud pÃºblica, dejando de lado los posibles efectos en la salud mental. Con la finalidad de resumir la evidencia actual, presentamos una revisiÃ³n narrativa de los efectos de la pandemia de COVID-19 sobre la salud mental. Hasta el momento, se ha informado la presencia de ansiedad, depresiÃ³n y reacciÃ³n al estrÃ©s en la poblaciÃ³n general. AdemÃ¡s, en el personal de salud tambiÃ©n se han encontrado problemas de salud mental, especialmente en las profesionales mujeres, el personal de enfermeria y aquellos que trabajan directamente con casos sospechosos o confirmados de COVID-19. En los esfuerzos realizados para disminuir la propagaciÃ³n de la enfermedad, se debe prestar atenciÃ³n al diagnÃ³stico y tratamiento de los problemas de salud mental. Creemos que abordarlos adecuadamente empoderarÃ¡ al PerÃº en la contenciÃ³n y erradicaciÃ³n de la COVID-19.",Huarcaya-Victoria,https://doi.org/10.17843/rpmesp.2020.372.5419,20200907.0,"Anxiety; Coronavirus Infections; Depression; Health Personnel; Humans; Mental Health; Pandemics; Peru; Pneumonia, Viral; Stress, Psychological",PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
41,"Corrigendum to &quot;Prevalence of anxiety and depression symptom, and the demands for psychological knowledge and interventions in college students during COVID-19 epidemic: A large cross-sectional study&quot; [275 (2020) 188-193]",,"Wang, Yang, Yang, Liu, Li, Zhang, Zhang, Shen, Chen, Song, Wang, Wu, Yang, Mao",https://doi.org/10.1016/j.jad.2020.07.116,20200904.0,,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
42,Reopening K-12 Schools in the Era of Coronavirus Disease 2019: Review of State-Level Guidance Addressing Equity Concerns,"To determine how state guidance documents address equity concerns in K-12 schools during the coronavirus disease 2019 pandemic. Using online searches, we collected state-level documents from all 50 states and the District of Columbia discussing reopening plans for K-12 schools in the 2020-2021 academic year. We examined whether these documents explicitly mentioned equity as a concern, as well as if and how they addressed the following equity issues: food insecurity and child nutrition, homelessness or temporary housing, lack of access to Internet/technology, students with disabilities or special needs, English-language learners, students involved with or on the verge of involvement with the Department of Children and Family Services or an equivalent agency, mental health support, students/staff at greater risk of severe illness from severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection, and students/staff living with someone at greater risk of severe illness from SARS-CoV-2 infection. Forty-four of 51 states (86%) explicitly mentioned equity as a concern or guiding principle. At least 90% of states offered guidance for 7 equity issues. Fewer than 75% of states addressed homelessness or temporary housing, students involved with or on the verge of involvement with Department of Children and Family Services or an equivalent agency, and students/staff living with someone at greater risk of severe illness from SARS-CoV-2 infection. Wide variability exists in state-level guidance to help K-12 schools develop reopening plans that protect those who are most vulnerable to learning loss or reduced access to basic needs. Interpretation and implementation by local educational agencies will need to be assessed.","Li, Harries, Ross",https://doi.org/10.1016/j.jpeds.2020.08.069,20201002.0,COVID-19; equity; pandemic; schools; states,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
43,"Effects of general and sexual minority-specific COVID-19-related stressors on the mental health of lesbian, gay, and bisexual people in Hong Kong","The impact of COVID-19 on mental health has begun to be widely recognized, but there is an absence of studies on how the mental health of lesbian, gay, and bisexual (LGB) people have been affected by the COVID-19 pandemic. A total of 857 LGB people in Hong Kong participated in a community-based survey study. Over one-fourth of them met the criteria for probable clinical depression (31.5%) and generalized anxiety disorder (27.9%). Besides general stressors, we identified sexual minority-specific stressors during the pandemic. 4.2% of the participants indicated that they had frequently experienced family conflict related to sexual orientation. One-third responded that they had largely reduced connection to the lesbian, gay, bisexual, and transgender plus (LGBT+) community (34.7%). The results showed that sexual minority-specific COVID-19-related stressors explained significant variance in depressive and anxiety symptoms, above and beyond the contribution of general COVID-19-related stressors. Since LGB people are particularly vulnerable to poor mental health during the COVID-19 pandemic, LGB people-targeting organizations need to understand more about family, space, and privacy concerns in order to provide better support, and LGB safe spaces and shelters may be needed as a policy response.","Suen, Chan, Wong",https://doi.org/10.1016/j.psychres.2020.113365,20200929.0,COVID-19; Hong Kong; anxiety; depression; sexual minorities,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
44,Sleep quality and mental health in the context of COVID-19 pandemic and lockdown in Morocco,"The lockdown of COVID-19 (Coronavirus Disease 2019) is associated with several stressful factors that can negatively affect peoples' sleep quality and mental health. We conducted this study to evaluate sleep disorders and psychological impact associated with the spread of the COVID-19 and the lockdown on the Moroccan population. We also aimed to study the effects of respondents' beliefs and attitudes about sleep on sleep disorders, anxiety-related symptoms, and depressive symptoms. We used a questionnaire enclosing respondents' sociodemographic information, five psychological and behavioral tests including Dysfunctional Beliefs and Attitudes about Sleep (DBAS-16), Athens Insomnia Scale (AIS), Epworth Sleepiness Scale (ESS), Hamilton Anxiety Rating Scale (HARS) and Beck Depression Inventory (BDI) test. Our results highlighted widespread false beliefs about sleep and the prevalence of sleep disorders, anxiety, and depression-related symptoms within the Moroccan population. Nearly 82.3% of respondents revealed false beliefs about sleep. Furthermore, we confirmed a strong positive correlation between knowledge and attitudes about sleep and the prevalence of sleep disorders, anxiety, and depression-related symptoms. However, we found no significant difference in the prevalence of sleep and psychological disorders, between healthcare workers and other professions workers. Our study revealed a high prevalence of sleep disorders, anxiety, and depressive symptoms in the Moroccan population during the COVID-19 lockdown period. Moreover, false beliefs on sleep understanding were prevalent and were presenting a risk factor leading to sleep disorders, anxiety, and depressive symptoms.","Janati Idrissi, Lamkaddem, Benouajjit, Ben El Bouaazzaoui, El Houari, Alami, Labyad, Chahidi, Benjelloun, Rabhi, Kissani, Zarhbouch, Ouazzani, Kadiri, Alouane, Elbiaze, Boujraf, El Fakir, Souirti",https://doi.org/10.1016/j.sleep.2020.07.045,20200925.0,Anxiety; COVID-19; Depressive symptoms; Insomnia; Mental health; Morocco; Sleep knowledge; Sleep quality,PubMed,,,,,,,,,,,,,,False,False,,2020-10-04
